# From Valeria:
# We blasted human mitochondrial proteins against proteins from alpha-proteobacteria group (100 species for each of 10 genes in result). 
# Then FASTA with flat query-anchored alignment sequences was parced to count the amount of aminoacids in every sequence, exclude genes ATP8, ND6 and ND4L.
;HumanGeneAnalog;GeneName;Ala;Arg;Asn;Asp;Cys;Gln;Glu;Gly;His;Ile;Leu;Lys;Met;Phe;Pro;Ser;Thr;Trp;Tyr;Val
873;ND4;NADH-quinone oxidoreductase subunit M [Rhizobiales bacterium TMED168];28;7;10;10;2;7;11;26;5;52;47;13;15;41;11;26;22;5;12;20
874;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium paxllaeri];39;11;3;8;2;5;8;30;6;23;48;10;22;31;18;24;27;8;13;33
875;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];39;11;4;8;3;4;8;34;7;28;53;11;24;34;19;21;28;8;14;30
876;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. WSM1743];45;15;5;11;3;5;9;35;8;29;59;12;29;38;22;26;33;11;15;38
877;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. 83012];46;14;8;11;2;7;9;36;8;30;59;14;23;37;21;24;30;12;15;42
878;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium symbiodeficiens];46;15;6;11;4;5;9;36;8;28;57;13;29;38;21;24;33;11;15;39
879;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [unclassified Bradyrhizobium];39;11;4;8;3;4;8;34;7;28;52;11;26;34;19;21;28;8;14;29
880;ND4;NADH-quinone oxidoreductase subunit M [Rhizobium tropici];37;11;3;8;4;4;8;32;7;26;51;10;26;34;19;24;29;8;14;33
881;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];40;11;3;9;3;4;8;33;7;25;56;11;22;34;20;24;29;8;14;34
882;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [unclassified Afipia];40;11;4;9;2;4;8;32;6;24;56;10;21;31;18;22;26;7;13;37
883;ND4;MULTISPECIES: NADH-quinone oxidoreductase subunit M [Bradyrhizobium];46;14;8;11;3;5;9;35;8;30;57;13;28;38;22;24;33;11;15;38
884;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium cosmicum];44;14;6;11;5;5;9;35;8;28;57;12;29;40;22;27;32;12;14;38
885;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. 6(2017)];38;11;3;8;4;4;8;32;7;28;51;10;26;34;19;22;30;8;14;31
886;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium algeriense];47;15;6;11;3;5;9;34;8;30;61;12;24;36;20;26;34;13;15;39
887;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. th.b2];38;11;3;8;4;4;8;32;7;28;51;10;26;34;19;22;30;8;14;31
888;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. MOS003];46;15;6;11;4;5;9;36;8;28;57;13;29;38;21;24;33;11;15;39
889;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium symbiodeficiens];46;16;6;11;4;5;9;36;8;28;57;12;29;38;21;24;33;11;15;39
890;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. URHA0002];42;11;3;9;2;4;8;31;7;24;57;11;23;33;20;25;28;8;14;35
891;ND4;NADH-quinone oxidoreductase subunit M [Methylocystis heyeri];46;10;6;8;2;7;10;31;6;29;53;8;22;34;17;21;23;7;17;31
892;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium lablabi];39;11;3;8;2;4;8;31;7;22;48;10;22;31;18;24;27;8;13;33
893;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium cajani];45;14;6;10;3;6;9;36;8;32;57;12;27;37;19;25;33;11;15;36
894;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. MOS002];38;11;4;9;3;4;7;34;7;28;52;11;27;34;19;21;28;8;14;29
895;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. DOA1];45;14;7;11;3;5;9;37;8;29;59;13;27;37;22;24;33;11;15;39
896;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobiaceae bacterium];38;11;5;8;2;5;9;32;7;23;51;11;23;31;16;22;26;8;13;28
897;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. aSej3];45;15;7;12;4;5;8;35;8;30;58;12;29;38;21;25;33;11;15;37
898;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. YR681];45;15;8;11;3;5;9;36;8;29;60;12;26;37;21;25;33;11;15;39
899;ND4;NADH-quinone oxidoreductase subunit M [Bradyrhizobium sp. Gha];45;14;6;11;3;5;9;36;8;30;59;13;28;37;21;26;33;11;15;38
900;ND4;NADH-quinone oxidoreductase subunit M [Asticcacaulis endophyticus];42;7;11;8;2;7;10;34;6;31;50;11;19;35;17;21;26;9;17;32
901;ND5;NADH-quinone oxidoreductase subunit L [Rhodobiaceae bacterium];37;6;9;11;3;8;11;28;9;26;50;12;13;40;11;37;22;5;17;21
902;ND5;NADH-quinone oxidoreductase subunit L [alpha proteobacterium HIMB114];39;5;13;13;4;8;10;32;11;41;44;19;12;43;14;35;26;6;21;27
903;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas aerilata];56;13;7;13;3;6;12;37;14;25;48;7;22;36;13;23;26;9;15;28
904;ND5;NADH dehydrogenase subunit L [alpha proteobacterium HIMB114];38;5;13;13;4;8;10;32;11;40;44;19;13;43;14;35;26;6;21;28
905;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas sp. KE2513];60;14;6;14;4;6;13;39;14;29;50;7;21;37;14;26;28;9;16;32
906;ND5;NADH-quinone oxidoreductase subunit L [Methylopila sp. 73B];54;13;4;13;2;7;10;33;18;23;53;9;19;33;14;25;31;8;14;39
907;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas sp. AR75];58;12;4;11;3;8;12;33;13;26;47;7;22;30;15;22;22;8;18;36
908;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas sp. BU-1];53;13;5;13;3;7;12;32;13;21;49;7;22;32;12;24;26;9;17;36
909;ND5;NADH-quinone oxidoreductase subunit L [Methylopila sp. Yamaguchi];55;13;5;13;2;7;10;34;17;19;54;9;19;33;14;24;31;8;14;41
910;ND5;NADH-quinone oxidoreductase subunit L [Alphaproteobacteria bacterium CG_4_10_14_0_8_um_filter_37_21];48;8;17;18;8;11;12;40;21;60;72;30;22;45;20;39;26;8;22;39
911;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas rhizosphaerae];54;12;5;12;2;9;12;39;13;24;47;7;26;34;12;20;26;10;18;30
912;ND5;NADH-quinone oxidoreductase subunit L [Caedibacter sp. 37-49];41;10;11;10;2;12;13;38;10;39;56;9;15;39;10;31;22;7;21;22
913;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas nepalensis];55;14;6;13;3;6;14;37;13;24;50;6;21;35;13;22;28;9;16;28
914;ND5;NADH:ubiquinone oxidoreductase subunit L [Candidatus Paracaedimonas acanthamoebae];38;10;11;12;2;12;13;37;12;28;59;8;16;40;10;29;20;8;22;31
915;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas vastitatis];55;11;6;12;2;10;13;38;13;23;46;8;26;36;13;19;26;10;19;32
916;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas frigidaquae];57;11;5;10;4;6;15;31;13;24;47;8;23;29;12;20;31;9;19;31
917;ND5;NADH-quinone oxidoreductase subunit L [Pelagibacteraceae bacterium TMED247];35;7;18;11;5;11;10;33;10;39;50;15;12;46;11;37;17;8;17;31
918;ND5;NADH:ubiquinone oxidoreductase subunit L [Stella sp. ATCC 35155];59;11;4;12;2;10;9;36;13;21;40;7;26;40;14;26;24;10;14;40
919;ND5;NADH-quinone oxidoreductase subunit L [Rhodomicrobium udaipurense];53;12;6;15;3;11;12;34;13;27;46;9;17;44;15;26;26;8;13;34
920;ND5;NADH-quinone oxidoreductase subunit L [Elioraea tepidiphila];61;13;5;13;5;5;11;37;11;29;48;7;20;31;14;25;26;9;14;32
921;ND5;NADH-quinone oxidoreductase subunit L [Rhodobiaceae bacterium];34;6;12;11;3;9;12;30;11;32;58;12;12;37;11;47;27;7;18;24
922;ND5;NADH-quinone oxidoreductase subunit L [Rhodomicrobium vannielii];54;11;6;15;3;12;12;34;13;26;47;9;17;44;15;25;26;8;13;34
923;ND5;NADH-quinone oxidoreductase subunit L [Limimonas halophila];64;9;4;12;1;10;12;35;12;28;46;10;26;35;14;27;25;10;11;27
924;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas rosea];54;12;5;13;3;6;13;37;13;27;48;8;22;36;13;22;29;9;16;27
925;ND5;NADH-quinone oxidoreductase subunit L [Rhodobiaceae bacterium];37;6;13;13;4;13;9;29;13;40;57;13;14;44;11;52;23;7;20;28
926;ND5;NADH-quinone oxidoreductase subunit L [Alphaproteobacteria bacterium 43-37];49;9;5;12;3;9;11;32;14;23;52;11;26;35;13;38;22;9;12;44
927;ND5;NADH-quinone oxidoreductase subunit L [Caedibacter sp. 38-128];35;10;11;12;3;13;13;38;14;32;57;8;15;42;10;31;18;7;19;30
928;ND5;NADH-quinone oxidoreductase subunit L [Rhodomicrobium lacus];54;11;6;15;3;10;12;36;15;25;47;9;18;44;15;24;25;8;13;37
929;ND5;proton-translocating NADH-quinone oxidoreductase, chain L [SAR116 cluster alpha proteobacterium HIMB100];62;11;4;14;6;9;10;40;15;27;50;8;21;36;14;30;25;10;14;42
930;ND5;NADH-quinone oxidoreductase subunit L [Humitalea rosea];54;11;6;13;4;7;11;39;12;25;48;8;21;34;14;21;22;8;16;38
931;ND5;NADH-quinone oxidoreductase subunit L [Rhodomicrobium vannielii ATCC 17100];53;12;6;15;3;11;12;34;13;27;46;9;17;44;15;26;26;8;13;34
932;ND5;NADH-quinone oxidoreductase subunit L [Parvibaculum sp.];51;10;7;15;2;8;10;33;13;24;46;8;19;37;15;26;29;7;14;42
933;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas aerophila];55;9;7;12;2;10;12;39;13;27;44;11;25;35;13;19;27;10;16;32
934;ND5;NADH-quinone oxidoreductase subunit L [Geminicoccus roseus];57;9;4;16;5;8;10;35;13;23;48;11;21;38;15;32;21;11;20;34
935;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas sp. 18066];52;10;5;12;2;9;12;36;13;23;45;10;23;37;14;23;28;10;17;31
936;ND5;NADH-quinone oxidoreductase subunit L [Elioraea rosea];67;15;7;15;5;6;12;38;14;28;45;6;20;37;13;25;22;10;12;39
937;ND5;NADH-quinone oxidoreductase subunit L [Magnetospirillum sp. XM-1];59;10;5;13;6;9;10;36;14;25;41;10;18;34;11;27;26;15;13;42
938;ND5;NADH-quinone oxidoreductase subunit L [Candidatus Terasakiella magnetica];59;8;5;13;4;11;10;35;14;25;45;11;16;34;11;28;26;14;14;42
939;ND5;NADH-quinone oxidoreductase subunit L [Rhodobiaceae bacterium];37;11;20;20;3;13;15;37;15;51;74;20;20;59;17;58;30;10;31;38
940;ND5;NADH-quinone oxidoreductase subunit L [Telmatospirillum sp. J64-1];56;10;5;14;3;7;11;34;15;29;44;11;21;41;12;26;24;10;14;36
941;ND5;NADH-quinone oxidoreductase subunit L [Aureimonas sp. AU20];63;11;8;11;2;9;13;51;18;30;56;10;22;41;15;32;33;8;16;43
942;ND5;NADH-quinone oxidoreductase subunit L [Alphaproteobacteria bacterium CG_4_9_14_3_um_filter_47_13];52;9;8;13;4;11;10;37;14;29;49;11;24;38;12;31;24;10;12;30
943;ND5;NADH-quinone oxidoreductase subunit L [Rhodovarius lipocyclicus];53;10;5;13;5;8;12;35;14;25;46;8;23;35;13;27;22;8;17;34
944;ND5;NADH-quinone oxidoreductase subunit L [Alphaproteobacteria bacterium HGW-Alphaproteobacteria-11];51;7;6;12;2;7;11;30;12;19;45;9;18;39;15;22;27;5;14;32
945;ND5;NADH-quinone oxidoreductase subunit L, partial [Magnetospirillum sp.];62;8;4;14;5;9;9;37;13;25;42;11;18;33;10;27;26;13;14;38
946;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas cervicalis];53;11;6;11;1;10;12;37;13;22;48;9;27;36;13;21;26;10;16;30
947;ND5;NADH-quinone oxidoreductase subunit L [Rhodospirillaceae bacterium];54;9;7;11;5;6;14;36;13;31;44;11;23;38;13;27;31;9;16;29
948;ND5;NADH-quinone oxidoreductase subunit L [Rhodovibrio sodomensis];64;10;4;15;2;8;10;40;11;23;41;9;25;35;15;28;19;12;12;35
949;ND5;NADH-quinone oxidoreductase subunit L [Rhizobiales bacterium];50;11;8;13;2;11;12;36;9;24;50;11;20;46;14;26;30;8;15;35
950;ND5;NADH-quinone oxidoreductase subunit L [Magnetospirillum sp. 15-1];61;10;5;13;5;10;9;35;14;25;41;10;18;35;11;27;26;15;13;41
951;ND5;NADH-quinone oxidoreductase subunit L [Rhodobiaceae bacterium];43;6;10;14;3;11;9;30;11;32;53;12;15;39;10;40;22;7;18;26
952;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas pecuniae];54;13;5;14;3;6;13;37;12;25;48;7;22;36;13;24;27;9;16;29
953;ND5;MULTISPECIES: NADH-quinone oxidoreductase subunit L [unclassified Tardiphaga];53;10;8;15;1;10;8;38;13;24;55;11;24;37;16;20;30;8;15;32
954;ND5;NADH-quinone oxidoreductase subunit L [Tardiphaga sp.];53;10;8;15;1;10;8;38;13;24;55;11;24;37;16;20;30;8;15;32
955;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas deserti];60;13;5;14;4;7;14;39;13;29;50;8;22;37;15;23;28;9;15;34
956;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas sp. CQN31];57;12;4;10;2;7;13;34;13;22;47;7;24;32;13;22;23;8;17;40
957;ND5;NADH-quinone oxidoreductase subunit L [Roseococcus sp. SYP-B2431];56;9;4;15;5;7;11;37;12;29;48;10;22;34;13;24;24;8;15;29
958;ND5;NADH-quinone oxidoreductase subunit L [Rhodospirillaceae bacterium];51;9;5;15;4;8;11;36;13;32;51;10;18;37;16;32;29;9;18;35
959;ND5;NADH-quinone oxidoreductase subunit L [Novispirillum itersonii];55;7;5;13;2;8;10;37;17;22;41;11;24;32;15;28;21;9;19;42
960;ND5;NADH-quinone oxidoreductase subunit L [Magnetospirillum magneticum];59;10;6;12;5;9;10;36;15;23;41;10;18;34;11;28;27;15;13;42
961;ND5;NADH-quinone oxidoreductase subunit L [Pelagibacterales bacterium];50;7;15;15;9;9;12;37;16;52;64;19;16;41;14;36;23;12;19;26
962;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas oryzae];53;11;6;11;2;10;13;38;13;23;47;9;26;35;12;20;26;10;17;30
963;ND5;NADH-quinone oxidoreductase subunit L [Magnetospirillum sp.];59;8;4;15;5;8;9;34;15;23;41;11;19;34;12;22;29;13;13;45
964;ND5;NADH-quinone oxidoreductase subunit L [Belnapia moabensis];55;12;6;14;4;6;11;36;14;24;47;7;22;31;12;25;26;8;18;34
965;ND5;NADH-quinone oxidoreductase subunit L [Elioraea sp. Yellowstone];62;14;5;14;5;5;10;37;11;25;47;6;18;30;14;25;24;9;14;41
966;ND5;NADH-quinone oxidoreductase subunit L [alpha proteobacterium HIMB114];38;6;13;13;4;7;11;34;11;42;46;21;12;42;12;32;23;6;20;30
967;ND5;NADH-quinone oxidoreductase subunit L [Rickettsiales bacterium];49;5;14;15;8;8;11;38;17;51;61;18;16;39;14;35;22;11;18;25
968;ND5;NADH-quinone oxidoreductase subunit L [Geminicoccaceae bacterium];65;10;6;13;2;6;11;34;13;29;46;8;20;38;10;24;21;9;14;38
969;ND5;NADH-quinone oxidoreductase subunit L [Tardiphaga sp. vice278];53;10;8;15;1;10;8;38;13;24;56;11;23;37;16;20;30;8;15;32
970;ND5;NADH-quinone oxidoreductase subunit L [Oceanibaculum nanhaiense];51;8;4;16;3;10;9;34;15;26;50;11;22;38;12;27;25;9;13;35
971;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas deserti];52;9;5;11;2;10;12;37;13;27;46;11;22;36;12;23;25;10;18;31
972;ND5;NADH-quinone oxidoreductase subunit L [Candidatus Paracaedibacter symbiosus];51;9;6;15;2;9;9;36;13;32;54;12;21;34;12;27;25;8;18;29
973;ND5;NADH-quinone oxidoreductase subunit L [Alphaproteobacteria bacterium];57;9;7;16;4;7;9;35;14;31;50;10;17;41;15;33;26;9;16;33
974;ND5;NADH-quinone oxidoreductase subunit L [Stella humosa];57;12;5;12;3;12;9;35;12;24;45;7;23;41;13;23;27;10;13;35
975;ND5;NADH-quinone oxidoreductase subunit L [Oceanibaculum nanhaiense];50;8;4;16;3;10;9;35;15;26;50;11;22;38;12;27;25;9;13;35
976;ND5;NADH-quinone oxidoreductase subunit L [Rickettsiales bacterium];50;6;15;15;9;8;12;38;17;52;64;20;16;39;14;36;22;12;19;26
977;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas stagni];50;10;4;12;3;10;13;32;13;20;47;9;22;32;14;24;26;8;20;41
978;ND5;NADH-quinone oxidoreductase subunit L [Magnetospirillum sp. ME-1];58;10;6;13;5;9;10;36;14;25;42;10;18;34;11;28;25;15;13;42
979;ND5;NADH-quinone oxidoreductase subunit L [Acetobacteraceae bacterium];56;9;3;13;7;7;12;33;14;23;48;10;18;33;13;23;21;8;19;34
980;ND5;NADH-quinone oxidoreductase subunit L [Magnetospirillum magnetotacticum];59;10;6;12;5;10;10;37;14;23;41;10;18;35;11;27;26;15;13;42
981;ND5;NADH-quinone oxidoreductase subunit L [Caenispirillum salinarum];53;9;6;14;2;8;9;35;16;32;36;10;23;37;13;26;25;11;15;38
982;ND5;NADH-quinone oxidoreductase subunit L [Rhodospirillaceae bacterium];53;9;4;15;4;6;11;36;13;33;50;10;18;36;16;31;28;9;17;33
983;ND5;NADH-quinone oxidoreductase subunit L [Rhodospirillaceae bacterium];52;9;7;10;6;7;13;37;12;20;46;11;24;42;13;27;25;10;14;33
984;ND5;NADH-quinone oxidoreductase subunit L [Pelagibacterales bacterium];53;8;16;15;7;8;7;36;17;46;65;16;17;40;16;36;16;11;18;29
985;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas sp. PeD5];51;10;4;13;3;10;12;32;13;21;46;9;23;32;13;24;26;8;20;40
986;ND5;NADH-quinone oxidoreductase subunit L [Pelagibacterales bacterium SAG-MED31];40;8;15;16;4;6;12;34;14;33;46;13;21;47;10;36;29;7;17;22
987;ND5;NADH-quinone oxidoreductase subunit L [Tepidicaulis marinus];54;9;6;13;2;6;9;30;12;20;41;9;22;38;14;27;23;5;16;30
988;ND5;NADH-quinone oxidoreductase subunit L [Candidatus Pelagibacter sp.];37;6;27;12;3;8;9;29;9;49;46;16;13;40;8;33;22;7;22;22
989;ND5;NADH-quinone oxidoreductase subunit L [Tepidicaulis sp. EA10];54;9;6;13;2;6;9;30;12;20;41;9;22;38;14;27;23;5;16;30
990;ND5;NADH-quinone oxidoreductase subunit L [Magnetospirillum kuznetsovii];62;9;5;12;6;8;12;36;14;25;43;10;18;34;10;27;27;14;13;40
991;ND5;NADH-quinone oxidoreductase subunit L [Rhodospirillaceae bacterium];56;7;8;15;6;10;8;35;13;25;38;12;25;33;11;30;26;10;17;36
992;ND5;NADH-quinone oxidoreductase subunit L [Candidatus Pelagibacter sp.];37;6;14;12;5;11;12;39;11;49;54;24;12;56;13;39;26;6;20;29
993;ND5;NADH-quinone oxidoreductase subunit L [Roseomonas sp. HF4];58;10;4;13;6;8;13;35;13;24;47;9;18;35;13;23;24;10;15;33
994;ND5;NADH-quinone oxidoreductase subunit L [Emcibacter sp. MEBiC09520];52;8;6;18;2;9;10;32;10;29;43;12;22;42;13;37;27;7;17;34
995;ND5;NADH-quinone oxidoreductase subunit L [Alphaproteobacteria bacterium MarineAlpha10_Bin2];57;9;7;16;4;7;9;35;14;31;50;10;17;41;15;33;26;9;16;33
996;ND5;NADH-quinone oxidoreductase subunit L [Rhodospirillaceae bacterium];54;9;10;14;4;6;14;41;13;40;56;15;22;40;11;36;29;12;16;42
997;ND5;NADH-quinone oxidoreductase subunit L [Candidatus Pelagibacter sp. IMCC9063];38;6;17;13;3;5;7;34;10;35;47;16;17;43;13;34;27;7;17;34
998;ND5;NADH-quinone oxidoreductase subunit L [Crenalkalicoccus roseus];60;9;5;12;4;7;13;34;12;24;48;8;21;37;13;22;23;9;17;36
999;ND5;NADH:ubiquinone oxidoreductase subunit L [Stella vacuolata];59;12;5;12;3;9;9;35;12;23;43;7;24;41;13;26;25;10;13;37
1000;ND5;NADH-quinone oxidoreductase subunit L [Rhodospirillaceae bacterium];52;14;7;14;3;6;16;35;11;28;54;9;19;41;12;31;23;8;16;43
